74,Christopher Hitchens,bona-fide
75,Winston Churchill,bona-fide
76,Bill Clinton,spoof
77,Alec Guinness,bona-fide
78,Dwight Eisenhower,bona-fide
79,2Pac,spoof
80,Donald Trump,bona-fide
81,Bernie Sanders,spoof
82,Alec Guinness,bona-fide
83,Bill Clinton,bona-fide
84,Bernie Sanders,bona-fide
85,Bernie Sanders,bona-fide
86,Alec Guinness,bona-fide
87,Alec Guinness,bona-fide
88,Ronald Reagan,bona-fide
89,Barack Obama,bona-fide
90,Donald Trump,bona-fide
91,Bill Clinton,spoof
92,Mitch Hedberg,spoof
93,Ayn Rand,bona-fide
94,Barack Obama,bona-fide
95,Bill Clinton,bona-fide
96,Alec Guinness,bona-fide
97,Barack Obama,bona-fide
98,Bernie Sanders,bona-fide
99,Bill Burr,bona-fide
100,Alexandria Ocasio-Cortez,bona-fide
101,Christopher Hitchens,spoof
102,Milton Friedman,bona-fide
103,Bernie Sanders,spoof
104,Bernie Sanders,bona-fide
105,Christopher Hitchens,bona-fide
106,FDR,bona-fide
107,Alec Guinness,spoof
108,Donald Trump,bona-fide
109,Arnold Schwarzenegger,bona-fide
110,Milton Friedman,spoof
111,Barack Obama,bona-fide
112,Barack Obama,bona-fide
113,Donald Trump,bona-fide
114,Ayn Rand,spoof
115,Bill Clinton,bona-fide
116,FDR,spoof
117,Alan Watts,spoof
118,Bernie Sanders,spoof
119,Barack Obama,bona-fide
120,Barack Obama,bona-fide
121,Ayn Rand,bona-fide
122,FDR,spoof
123,Donald Trump,bona-fide
124,Barack Obama,bona-fide
125,Donald Trump,bona-fide
126,Mitch Hedberg,spoof
127,George W. Bush,spoof
128,Alan Watts,spoof
129,Milton Friedman,bona-fide
130,Bernie Sanders,bona-fide
131,Bill Clinton,bona-fide
132,JFK,spoof
133,Barack Obama,bona-fide
134,Donald Trump,bona-fide
135,Bernie Sanders,spoof
136,Alec Guinness,spoof
137,Bill Clinton,bona-fide
138,Donald Trump,spoof
139,Bernie Sanders,spoof
140,Alec Guinness,bona-fide
141,Mark Zuckerberg,bona-fide
142,Mark Zuckerberg,bona-fide
143,Ayn Rand,bona-fide
144,Queen Elizabeth II,spoof
145,Barack Obama,bona-fide
146,The Notorious B.I.G.,spoof
147,Alec Guinness,bona-fide
148,Jerry Seinfeld,spoof
149,Martin Luther King,bona-fide
150,Queen Elizabeth II,spoof
151,Martin Luther King,bona-fide
152,Christopher Hitchens,bona-fide
153,2Pac,spoof
154,Winston Churchill,bona-fide
155,Alec Guinness,spoof
156,Martin Luther King,bona-fide
157,Bill Clinton,bona-fide
158,Donald Trump,bona-fide
159,Bernie Sanders,spoof
160,Martin Luther King,bona-fide
161,Donald Trump,bona-fide
162,Donald Trump,bona-fide
163,Alec Guinness,spoof
164,Barack Obama,bona-fide
165,George W. Bush,spoof
166,Alec Guinness,bona-fide
167,Ayn Rand,bona-fide
168,Alec Guinness,bona-fide
169,Ayn Rand,bona-fide
170,Tucker Carlson,spoof
171,Donald Trump,bona-fide
172,Ayn Rand,spoof
173,Christopher Hitchens,bona-fide
174,Alec Guinness,spoof
175,Nelson Mandela,spoof
176,Barack Obama,bona-fide
177,JFK,bona-fide
178,Ronald Reagan,bona-fide
179,Ayn Rand,spoof
180,Donald Trump,bona-fide
181,Christopher Hitchens,bona-fide
182,Ayn Rand,spoof
183,Bernie Sanders,bona-fide
184,Barack Obama,spoof
185,Winston Churchill,bona-fide
186,Alec Guinness,spoof
187,Bernie Sanders,bona-fide
188,Milton Friedman,spoof
189,Bernie Sanders,bona-fide
190,Barack Obama,spoof
191,Mark Zuckerberg,spoof
192,Winston Churchill,bona-fide
193,The Notorious B.I.G.,spoof
194,Bernie Sanders,bona-fide
195,Barack Obama,bona-fide
196,Bernie Sanders,bona-fide
197,Barack Obama,bona-fide
198,Bernie Sanders,bona-fide
199,Barack Obama,bona-fide
200,Donald Trump,bona-fide
201,Donald Trump,bona-fide
202,Ayn Rand,bona-fide
203,Barack Obama,bona-fide
204,Donald Trump,bona-fide
205,Donald Trump,bona-fide
206,Ayn Rand,bona-fide
207,Jerry Seinfeld,spoof
208,Bernie Sanders,bona-fide
209,Nelson Mandela,spoof
210,Alec Guinness,bona-fide
211,Ronald Reagan,spoof
212,Ronald Reagan,bona-fide
213,FDR,bona-fide
214,George W. Bush,spoof
215,Alec Guinness,spoof
216,Mark Zuckerberg,bona-fide
217,Richard Nixon,bona-fide
218,Donald Trump,bona-fide
219,Donald Trump,bona-fide
220,Ronald Reagan,bona-fide
221,Richard Nixon,bona-fide
222,Donald Trump,bona-fide
223,Barack Obama,bona-fide
224,John Cleese,spoof
225,Bill Clinton,spoof
226,Nelson Mandela,spoof
227,Barack Obama,bona-fide
228,Alec Guinness,bona-fide
229,The Notorious B.I.G.,spoof
230,Christopher Hitchens,bona-fide
231,Frank Sinatra,spoof
232,Alexandria Ocasio-Cortez,bona-fide
233,Louis Farrakhan,bona-fide
234,Winston Churchill,bona-fide
235,Christopher Hitchens,bona-fide
236,Alec Guinness,spoof
237,Christopher Hitchens,bona-fide
238,Bill Clinton,bona-fide
239,Louis Farrakhan,bona-fide
240,JFK,bona-fide
241,Ronald Reagan,bona-fide
242,Ayn Rand,bona-fide
243,Donald Trump,bona-fide
244,Barack Obama,bona-fide
245,Ronald Reagan,bona-fide
246,Martin Luther King,spoof
247,Norm MacDonald,bona-fide
248,Christopher Hitchens,bona-fide
249,Alec Guinness,bona-fide
250,Donald Trump,bona-fide
251,Barack Obama,spoof
252,Queen Elizabeth II,bona-fide
253,Alexandria Ocasio-Cortez,spoof
254,Bernie Sanders,bona-fide
255,Alec Guinness,bona-fide
256,Winston Churchill,bona-fide
257,Richard Nixon,spoof
258,Barack Obama,bona-fide
259,Bernie Sanders,bona-fide
260,Donald Trump,bona-fide
261,Alec Guinness,spoof
262,Arnold Schwarzenegger,bona-fide
263,Ayn Rand,bona-fide
264,Gilbert Gottfried,bona-fide
265,Alec Guinness,spoof
266,Bernie Sanders,bona-fide
267,Alec Guinness,spoof
268,Donald Trump,bona-fide
269,Ayn Rand,spoof
270,Queen Elizabeth II,spoof
271,Ronald Reagan,spoof
272,Barack Obama,bona-fide
273,Mark Zuckerberg,spoof
274,Bill Burr,bona-fide
275,Alec Guinness,spoof
276,Barack Obama,bona-fide
277,Ayn Rand,spoof
278,Bill Clinton,spoof
279,Donald Trump,bona-fide
280,Bernie Sanders,bona-fide
281,Barack Obama,bona-fide
282,Ayn Rand,spoof
283,John Cleese,spoof
284,Ayn Rand,bona-fide
285,Winston Churchill,spoof
286,George Carlin,bona-fide
287,Bill Clinton,spoof
288,Barack Obama,bona-fide
289,Ayn Rand,bona-fide
290,Donald Trump,bona-fide
291,Winston Churchill,bona-fide
292,Bernie Sanders,spoof
293,Bernie Sanders,spoof
294,Bernie Sanders,spoof
295,Dwight Eisenhower,spoof
296,Alec Guinness,spoof
297,Malcolm X,spoof
298,Ayn Rand,bona-fide
299,Donald Trump,bona-fide
300,Bill Clinton,bona-fide
301,Barack Obama,bona-fide
302,Alec Guinness,spoof
303,Louis Farrakhan,spoof
304,Barack Obama,bona-fide
305,Martin Luther King,bona-fide
306,George Carlin,bona-fide
307,Ronald Reagan,spoof
308,Ronald Reagan,bona-fide
309,Bernie Sanders,bona-fide
310,JFK,spoof
311,Barack Obama,bona-fide
312,Christopher Hitchens,spoof
313,Nelson Mandela,bona-fide
314,Christopher Hitchens,bona-fide
315,Barack Obama,bona-fide
316,Bernie Sanders,bona-fide
317,Arnold Schwarzenegger,spoof
318,Gilbert Gottfried,spoof
319,Ronald Reagan,spoof
320,FDR,bona-fide
321,Christopher Hitchens,bona-fide
322,Barack Obama,bona-fide
323,Louis Farrakhan,bona-fide
324,Barack Obama,spoof
325,Barack Obama,bona-fide
326,Robert Kardashian,bona-fide
327,Barack Obama,bona-fide
328,Ronald Reagan,bona-fide
329,John Cleese,bona-fide
330,Bernie Sanders,bona-fide
331,Barack Obama,bona-fide
332,Malcolm X,bona-fide
333,FDR,bona-fide
334,Barack Obama,bona-fide
335,Bill Burr,bona-fide
336,Robert Kardashian,bona-fide
337,Bernie Sanders,bona-fide
338,Ronald Reagan,spoof
339,Ronald Reagan,spoof
340,Ronald Reagan,bona-fide
341,Bill Clinton,spoof
342,Frank Sinatra,spoof
343,Alec Guinness,bona-fide
344,Kamala Harris,spoof
345,Mark Zuckerberg,bona-fide
346,Richard Nixon,spoof
347,George W. Bush,spoof
348,Donald Trump,bona-fide
349,Alec Guinness,spoof
350,Winston Churchill,bona-fide
351,Bill Clinton,spoof
352,Barack Obama,bona-fide
353,Orson Welles,spoof
354,Martin Luther King,spoof
355,Bill Clinton,bona-fide
356,Ronald Reagan,bona-fide
357,Ronald Reagan,spoof
358,Ayn Rand,bona-fide
359,Louis Farrakhan,bona-fide
360,Barack Obama,bona-fide
361,Bill Clinton,spoof
362,Bill Clinton,bona-fide
363,Barack Obama,bona-fide
364,Alexandria Ocasio-Cortez,bona-fide
365,Barack Obama,bona-fide
366,Bill Clinton,bona-fide
367,Winston Churchill,bona-fide
368,Arnold Schwarzenegger,spoof
369,Barack Obama,bona-fide
370,Christopher Hitchens,bona-fide
371,Louis Farrakhan,bona-fide
372,Alec Guinness,spoof
373,Ayn Rand,bona-fide
374,Christopher Hitchens,spoof
375,Alec Guinness,spoof
376,Alec Guinness,bona-fide
377,Barack Obama,bona-fide
378,Ayn Rand,bona-fide
379,Christopher Hitchens,bona-fide
380,Alec Guinness,spoof
381,Barack Obama,bona-fide
382,Arnold Schwarzenegger,bona-fide
383,Ronald Reagan,bona-fide
384,Donald Trump,bona-fide
385,Louis Farrakhan,bona-fide
386,Christopher Hitchens,bona-fide
387,Alec Guinness,bona-fide
388,Barack Obama,bona-fide
389,Richard Nixon,bona-fide
390,Louis Farrakhan,spoof
391,Ronald Reagan,spoof
392,Donald Trump,spoof
393,Alec Guinness,spoof
394,Barack Obama,bona-fide
395,Martin Luther King,spoof
396,Milton Friedman,bona-fide
397,Mark Zuckerberg,spoof
398,Bernie Sanders,spoof
399,Alec Guinness,spoof
400,Donald Trump,bona-fide
401,Winston Churchill,bona-fide
402,Alan Watts,spoof
403,FDR,spoof
404,Barack Obama,bona-fide
405,Christopher Hitchens,bona-fide
406,Donald Trump,bona-fide
407,Donald Trump,bona-fide
408,2Pac,spoof
409,Bernie Sanders,bona-fide
410,Boris Johnson,bona-fide
411,Donald Trump,bona-fide
412,JFK,bona-fide
413,Donald Trump,bona-fide
414,Dwight Eisenhower,bona-fide
415,Christopher Hitchens,bona-fide
416,Nelson Mandela,spoof
417,Robert Kardashian,bona-fide
418,Nick Offerman,bona-fide
419,Barack Obama,bona-fide
420,Barack Obama,bona-fide
421,Bernie Sanders,spoof
422,Bernie Sanders,spoof
423,Louis Farrakhan,bona-fide
424,Bernie Sanders,bona-fide
425,George Carlin,bona-fide
426,Dwight Eisenhower,bona-fide
427,Mark Zuckerberg,spoof
428,Barack Obama,bona-fide
429,Bernie Sanders,bona-fide
430,Alec Guinness,bona-fide
431,Donald Trump,bona-fide
432,Alan Watts,spoof
433,Bob Ross,spoof
434,Donald Trump,bona-fide
435,JFK,bona-fide
436,Mark Zuckerberg,bona-fide
437,Boris Johnson,spoof
438,Donald Trump,bona-fide
439,Tucker Carlson,bona-fide
440,Donald Trump,spoof
441,Bernie Sanders,spoof
442,Gilbert Gottfried,bona-fide
443,Arnold Schwarzenegger,spoof
444,Nelson Mandela,spoof
445,Mark Zuckerberg,spoof
446,Bernie Sanders,bona-fide
447,Bernie Sanders,bona-fide
448,Barack Obama,bona-fide
449,Ayn Rand,bona-fide
450,Ayn Rand,bona-fide
451,Winston Churchill,spoof
452,Bernie Sanders,bona-fide
453,Donald Trump,bona-fide
454,Ronald Reagan,spoof
455,Robert Kardashian,bona-fide
456,Donald Trump,bona-fide
457,Ronald Reagan,spoof
458,Christopher Hitchens,bona-fide
459,Bernie Sanders,bona-fide
460,Martin Luther King,spoof
461,Alec Guinness,bona-fide
462,Ayn Rand,bona-fide
463,Ronald Reagan,spoof
464,Bernie Sanders,spoof
465,Barack Obama,bona-fide
466,Alec Guinness,spoof
467,Donald Trump,bona-fide
468,Donald Trump,bona-fide
469,Barack Obama,bona-fide
470,Barack Obama,bona-fide
471,Milton Friedman,bona-fide
472,Alec Guinness,bona-fide
473,Barack Obama,bona-fide
474,Donald Trump,spoof
475,Christopher Hitchens,bona-fide
476,Donald Trump,bona-fide
477,Alec Guinness,bona-fide
478,Donald Trump,bona-fide
479,Bernie Sanders,bona-fide
480,Donald Trump,bona-fide
481,Alec Guinness,spoof
482,Donald Trump,bona-fide
483,Barack Obama,bona-fide
484,Alec Guinness,spoof
485,Bill Clinton,bona-fide
486,Ayn Rand,bona-fide
487,Alec Guinness,bona-fide
488,Alec Guinness,spoof
489,Gilbert Gottfried,spoof
490,Gilbert Gottfried,spoof
491,Norm MacDonald,spoof
492,Ronald Reagan,spoof
493,Milton Friedman,spoof
494,Richard Nixon,spoof
495,Bernie Sanders,spoof
496,FDR,bona-fide
497,Alec Guinness,bona-fide
498,Bernie Sanders,bona-fide
499,Donald Trump,bona-fide
500,Christopher Hitchens,bona-fide
501,Christopher Hitchens,bona-fide
502,Alec Guinness,spoof
503,Bernie Sanders,bona-fide
504,Christopher Hitchens,bona-fide
505,Milton Friedman,spoof
506,Bernie Sanders,bona-fide
507,Arnold Schwarzenegger,bona-fide
508,Barack Obama,bona-fide
509,Gilbert Gottfried,spoof
510,Alan Watts,bona-fide
511,Bill Burr,bona-fide
512,Louis C.K.,spoof
513,FDR,bona-fide
514,Richard Nixon,spoof
515,Bill Clinton,spoof
516,JFK,bona-fide
517,Donald Trump,bona-fide
518,Milton Friedman,bona-fide
519,Alec Guinness,spoof
520,Barack Obama,bona-fide
521,Barack Obama,bona-fide
522,Alec Guinness,bona-fide
523,Louis Farrakhan,bona-fide
524,Barack Obama,bona-fide
525,Mark Zuckerberg,spoof
526,The Notorious B.I.G.,spoof
527,FDR,spoof
528,Alan Watts,spoof
529,Alec Guinness,bona-fide
530,Barack Obama,bona-fide
531,Ronald Reagan,spoof
532,John Cleese,bona-fide
533,Donald Trump,bona-fide
534,Barack Obama,bona-fide
535,The Notorious B.I.G.,spoof
536,Winston Churchill,spoof
537,JFK,spoof
538,The Notorious B.I.G.,spoof
539,Bernie Sanders,bona-fide
540,Ayn Rand,spoof
541,Ayn Rand,spoof
542,Louis Farrakhan,spoof
543,Winston Churchill,bona-fide
544,Alec Guinness,spoof
545,Milton Friedman,spoof
546,Bernie Sanders,spoof
547,FDR,spoof
548,Bernie Sanders,bona-fide
549,JFK,spoof
550,Mark Zuckerberg,spoof
551,Donald Trump,bona-fide
552,Alexandria Ocasio-Cortez,bona-fide
553,Donald Trump,bona-fide
554,Winston Churchill,bona-fide
555,Donald Trump,bona-fide
556,Donald Trump,bona-fide
557,Barack Obama,spoof
558,Alec Guinness,bona-fide
559,Ayn Rand,bona-fide
560,Malcolm X,spoof
561,Alec Guinness,spoof
562,Alec Guinness,spoof
563,Bill Clinton,bona-fide
564,Mark Zuckerberg,bona-fide
565,Queen Elizabeth II,spoof
566,Alec Guinness,spoof
567,Richard Nixon,spoof
568,Adam Driver,bona-fide
569,Bernie Sanders,spoof
570,The Notorious B.I.G.,spoof
571,Christopher Hitchens,spoof
572,The Notorious B.I.G.,spoof
573,Christopher Hitchens,spoof
574,Alec Guinness,spoof
575,2Pac,bona-fide
576,Bernie Sanders,bona-fide
577,Christopher Hitchens,spoof
578,Ayn Rand,spoof
579,Alec Guinness,spoof
580,Alec Guinness,bona-fide
581,JFK,bona-fide
582,Donald Trump,bona-fide
583,Christopher Hitchens,bona-fide
584,Christopher Hitchens,bona-fide
585,Christopher Hitchens,bona-fide
586,Robert Kardashian,spoof
587,Barack Obama,bona-fide
588,Christopher Hitchens,bona-fide
589,Barack Obama,bona-fide
590,Alexandria Ocasio-Cortez,bona-fide
591,Bernie Sanders,bona-fide
592,Bernie Sanders,spoof
593,Christopher Hitchens,spoof
594,Bernie Sanders,spoof
595,Winston Churchill,bona-fide
596,Donald Trump,bona-fide
597,Christopher Hitchens,spoof
598,Winston Churchill,bona-fide
599,Barack Obama,bona-fide
600,Martin Luther King,bona-fide
601,Bernie Sanders,bona-fide
602,Donald Trump,bona-fide
603,Mark Zuckerberg,bona-fide
604,Bill Clinton,bona-fide
605,Donald Trump,spoof
606,Alec Guinness,bona-fide
607,Donald Trump,bona-fide
608,Lyndon Johnson,bona-fide
609,Martin Luther King,spoof
610,Bernie Sanders,bona-fide
611,Bernie Sanders,bona-fide
612,Ronald Reagan,bona-fide
613,Bernie Sanders,bona-fide
614,Alec Guinness,spoof
615,Ayn Rand,bona-fide
616,Mark Zuckerberg,spoof
617,Ronald Reagan,bona-fide
618,Martin Luther King,bona-fide
619,Arnold Schwarzenegger,bona-fide
620,Alec Guinness,bona-fide
621,Mark Zuckerberg,spoof
622,Barack Obama,bona-fide
623,Bill Clinton,bona-fide
624,Mark Zuckerberg,bona-fide
625,Ronald Reagan,spoof
626,Barack Obama,bona-fide
627,Mark Zuckerberg,spoof
628,Bill Clinton,bona-fide
629,George Carlin,bona-fide
630,Martin Luther King,bona-fide
631,Alec Guinness,spoof
632,Winston Churchill,bona-fide
633,Ayn Rand,spoof
634,Bernie Sanders,spoof
635,Barack Obama,spoof
636,Donald Trump,spoof
637,Queen Elizabeth II,spoof
638,Donald Trump,bona-fide
639,Martin Luther King,spoof
640,Barack Obama,bona-fide
641,Martin Luther King,spoof
642,Alec Guinness,bona-fide
643,Donald Trump,bona-fide
644,Bernie Sanders,bona-fide
645,Donald Trump,bona-fide
646,Bill Burr,bona-fide
647,Ronald Reagan,spoof
648,Milton Friedman,bona-fide
649,Donald Trump,bona-fide
650,Nick Offerman,bona-fide
651,Bernie Sanders,spoof
652,Bill Clinton,bona-fide
653,George Carlin,bona-fide
654,Alec Guinness,bona-fide
655,Alan Watts,spoof
656,Richard Nixon,bona-fide
657,Bill Clinton,spoof
658,Donald Trump,bona-fide
659,Christopher Hitchens,spoof
660,Bill Clinton,spoof
661,Christopher Hitchens,spoof
662,Bill Clinton,bona-fide
663,Donald Trump,spoof
664,Ayn Rand,spoof
665,Christopher Hitchens,bona-fide
666,Barack Obama,bona-fide
667,Donald Trump,bona-fide
668,Barack Obama,bona-fide
669,Barack Obama,bona-fide
670,Christopher Hitchens,bona-fide
671,Robert Kardashian,bona-fide
672,Barack Obama,bona-fide
673,Barack Obama,bona-fide
674,Alec Guinness,bona-fide
675,Alec Guinness,bona-fide
676,Barack Obama,bona-fide
677,Richard Nixon,spoof
678,Mark Zuckerberg,bona-fide
679,Barack Obama,bona-fide
680,Bill Clinton,spoof
681,Bill Clinton,spoof
682,George W. Bush,spoof
683,Bill Clinton,bona-fide
684,Alexandria Ocasio-Cortez,bona-fide
685,Bernie Sanders,spoof
686,Arnold Schwarzenegger,bona-fide
687,2Pac,spoof
688,Norm MacDonald,spoof
689,Dwight Eisenhower,bona-fide
690,Alec Guinness,spoof
691,Louis Farrakhan,bona-fide
692,Louis Farrakhan,spoof
693,Bernie Sanders,bona-fide
694,Donald Trump,bona-fide
695,FDR,spoof
696,Ronald Reagan,spoof
697,Donald Trump,bona-fide
698,Barack Obama,bona-fide
699,Barack Obama,bona-fide
700,Mr. Rogers,bona-fide
701,Barack Obama,bona-fide
702,Bernie Sanders,bona-fide
703,Bill Burr,spoof
704,Alec Guinness,spoof
705,Louis Farrakhan,bona-fide
706,Mark Zuckerberg,bona-fide
707,Alec Guinness,bona-fide
708,Ayn Rand,spoof
709,Ayn Rand,spoof
710,Bernie Sanders,bona-fide
711,Barack Obama,bona-fide
712,George W. Bush,spoof
713,JFK,bona-fide
714,Donald Trump,bona-fide
715,Bernie Sanders,spoof
716,Alec Guinness,bona-fide
717,Mark Zuckerberg,spoof
718,Bernie Sanders,spoof
719,Barack Obama,bona-fide
720,Mark Zuckerberg,spoof
721,Barack Obama,bona-fide
722,Ronald Reagan,spoof
723,Arnold Schwarzenegger,bona-fide
724,Ayn Rand,bona-fide
725,Boris Johnson,bona-fide
726,Ayn Rand,bona-fide
727,JFK,bona-fide
728,Jerry Seinfeld,spoof
729,Billie Eilish,bona-fide
730,JFK,bona-fide
731,Alec Guinness,bona-fide
732,Mark Zuckerberg,spoof
733,Barack Obama,bona-fide
734,Barack Obama,bona-fide
735,Ayn Rand,bona-fide
736,Bernie Sanders,bona-fide
737,Bill Clinton,spoof
738,Louis Farrakhan,bona-fide
739,Winston Churchill,bona-fide
740,Donald Trump,bona-fide
741,Alec Guinness,bona-fide
742,Robert Kardashian,bona-fide
743,George Carlin,spoof
744,Martin Luther King,bona-fide
745,Bernie Sanders,bona-fide
746,Barack Obama,bona-fide
747,Donald Trump,bona-fide
748,Ayn Rand,bona-fide
749,Bernie Sanders,spoof
750,Louis Farrakhan,bona-fide
751,Ayn Rand,bona-fide
752,Martin Luther King,bona-fide
753,Queen Elizabeth II,spoof
754,Barack Obama,bona-fide
755,Christopher Hitchens,bona-fide
756,Bernie Sanders,spoof
757,Ronald Reagan,bona-fide
758,Barack Obama,spoof
759,Louis Farrakhan,bona-fide
760,Barack Obama,bona-fide
761,Donald Trump,bona-fide
762,Alan Watts,bona-fide
763,Norm MacDonald,spoof
764,Alec Guinness,spoof
765,Alec Guinness,bona-fide
766,Ronald Reagan,bona-fide
767,Donald Trump,bona-fide
768,Ronald Reagan,spoof
769,Queen Elizabeth II,spoof
770,Christopher Hitchens,spoof
771,Donald Trump,bona-fide
772,Donald Trump,bona-fide
773,Bill Burr,spoof
774,Barack Obama,bona-fide
775,Barack Obama,bona-fide
776,Barack Obama,bona-fide
777,Malcolm X,bona-fide
778,Boris Johnson,bona-fide
779,Donald Trump,bona-fide
780,Jeff Goldblum,bona-fide
781,Milton Friedman,spoof
782,Harry Truman,spoof
783,Alec Guinness,spoof
784,Mark Zuckerberg,spoof
785,Arnold Schwarzenegger,bona-fide
786,Alec Guinness,bona-fide
787,Ayn Rand,spoof
788,George Carlin,bona-fide
789,Ayn Rand,bona-fide
790,Alec Guinness,bona-fide
791,Arnold Schwarzenegger,spoof
792,Ayn Rand,bona-fide
793,Lyndon Johnson,bona-fide
794,Bill Clinton,bona-fide
795,Bill Burr,spoof
796,Ayn Rand,bona-fide
797,Scarlett Johansson,spoof
798,Ayn Rand,spoof
799,Bernie Sanders,bona-fide
800,Ronald Reagan,spoof
801,JFK,bona-fide
802,Ayn Rand,spoof
803,Winston Churchill,spoof
804,Barack Obama,bona-fide
805,Bill Clinton,bona-fide
806,Ronald Reagan,bona-fide
807,Bernie Sanders,spoof
808,Christopher Hitchens,bona-fide
809,Nelson Mandela,spoof
810,Barack Obama,bona-fide
811,Kanye West,spoof
812,Bernie Sanders,bona-fide
813,Barack Obama,bona-fide
814,Donald Trump,bona-fide
815,Winston Churchill,bona-fide
816,Bernie Sanders,spoof
817,Louis Farrakhan,bona-fide
818,Alec Guinness,bona-fide
819,Barack Obama,bona-fide
820,Barack Obama,spoof
821,Alec Guinness,bona-fide
822,Ayn Rand,spoof
823,Donald Trump,bona-fide
824,Barack Obama,bona-fide
825,Arnold Schwarzenegger,bona-fide
826,Mark Zuckerberg,bona-fide
827,Nelson Mandela,spoof
828,Bill Clinton,bona-fide
829,Donald Trump,bona-fide
830,Barack Obama,bona-fide
831,Nick Offerman,bona-fide
832,Donald Trump,bona-fide
833,Christopher Hitchens,bona-fide
834,Alec Guinness,spoof
835,Bernie Sanders,spoof
836,Ronald Reagan,spoof
837,Bernie Sanders,bona-fide
838,Barack Obama,spoof
839,George W. Bush,spoof
840,Christopher Hitchens,spoof
841,Alec Guinness,spoof
842,Bernie Sanders,spoof
843,Alexandria Ocasio-Cortez,spoof
844,JFK,bona-fide
845,Donald Trump,bona-fide
846,Ayn Rand,bona-fide
847,Donald Trump,bona-fide
848,Alec Guinness,spoof
849,Richard Nixon,bona-fide
850,Winston Churchill,bona-fide
851,Winston Churchill,bona-fide
852,Orson Welles,spoof
853,Richard Nixon,spoof
854,Donald Trump,bona-fide
855,FDR,bona-fide
856,Ronald Reagan,spoof
857,Barack Obama,spoof
858,Jimmy Carter,bona-fide
859,Donald Trump,bona-fide
860,Barack Obama,bona-fide
861,Donald Trump,bona-fide
862,Donald Trump,bona-fide
863,Ayn Rand,bona-fide
864,Ayn Rand,spoof
865,Ayn Rand,spoof
866,Bernie Sanders,bona-fide
867,JFK,bona-fide
868,Bill Clinton,spoof
869,Alec Guinness,bona-fide
870,Milton Friedman,spoof
871,Bill Clinton,bona-fide
872,Mark Zuckerberg,bona-fide
873,JFK,spoof
874,Milton Friedman,spoof
875,Alec Guinness,bona-fide
876,FDR,bona-fide
877,Ayn Rand,spoof
878,Donald Trump,bona-fide
879,Martin Luther King,spoof
880,Alec Guinness,bona-fide
881,Bernie Sanders,spoof
882,Bernie Sanders,spoof
883,Bernie Sanders,spoof
884,Jerry Seinfeld,spoof
885,Louis Farrakhan,bona-fide
886,Donald Trump,bona-fide
887,Donald Trump,bona-fide
888,Bill Clinton,spoof
889,Adam Driver,spoof
890,Barack Obama,bona-fide
891,Mark Zuckerberg,spoof
892,Alec Guinness,bona-fide
893,Martin Luther King,spoof
894,Donald Trump,bona-fide
895,Bill Clinton,bona-fide
896,Milton Friedman,bona-fide
897,Alec Guinness,bona-fide
898,Barack Obama,spoof
899,Donald Trump,bona-fide
900,Christopher Hitchens,bona-fide
901,Bernie Sanders,spoof
902,Ronald Reagan,bona-fide
